Order Number,Shipper Name,Created At,Delivered At,Billing Type,Amount,Currency,Country,AWB
401026,Aramex,2024-03-05,2024-03-08,cash,10.9,USD,LB,8596269427
401027,Aramex,2024-03-05,2024-03-07,cash,6.875,USD,LB,8596269428
401028,Aramex,2024-03-05,2024-03-07,cash,8.45,USD,LB,8596269429
401029,Aramex,2024-03-05,2024-03-07,cash,6.7,USD,LB,8596269430
401030,Aramex,2024-03-05,2024-03-07,cash,7.205,USD,LB,8596269431
401031,Aramex,2024-03-05,2024-03-08,cash,7.975,USD,LB,8596269432
401032,Aramex,2024-03-05,2024-03-09,cash,6.48,USD,LB,8596269433
401033,Aramex,2024-03-05,2024-03-07,cash,12.525,USD,LB,8596269434
401034,Aramex,2024-03-05,2024-03-07,cash,9.175,USD,LB,8596269435
401035,Cosmaline,2024-03-05,2024-03-19,cash,12.6,USD,LB,8596269436
401036,Aramex,2024-03-05,2024-03-07,cash,24.885,USD,LB,8596269437
401037,Aramex,2024-03-05,2024-03-07,cash,8.25,USD,LB,8596269438
401038,Aramex,2024-03-05,2024-03-07,cash,5.745,USD,LB,8596269439
401039,Aramex,2024-03-05,2024-03-09,cash,8.775,USD,LB,8596269440
401040,Aramex,2024-03-05,2024-03-07,cash,5.8,USD,LB,8596269441
401041,Aramex,2024-03-05,2024-03-07,cash,9.495,USD,LB,8596269442
401042,Aramex,2024-03-05,2024-03-07,cash,9.595,USD,LB,8596269443
401043,Aramex,2024-03-05,2024-03-07,cash,9.925,USD,LB,8596269444
401044,Aramex,2024-03-05,2024-03-07,cash,14.2,USD,LB,8596269445
401045,Aramex,2024-03-05,2024-03-08,cash,9.16,USD,LB,8596269446
401046,Aramex,2024-03-05,2024-03-11,cash,14.26,USD,LB,8596269447
401047,Cosmaline,2024-03-05,2024-03-08,cash,8.6,USD,LB,8596269448
401048,Aramex,2024-03-05,2024-03-08,cash,4.785,USD,LB,8596269449
401049,Aramex,2024-03-05,2024-03-08,cash,21.525,USD,LB,8596269450
401050,Aramex,2024-03-05,2024-03-09,cash,13.985,USD,LB,8596269451
401051,Aramex,2024-03-05,2024-03-08,cash,4.5,USD,LB,8596269452
401052,Aramex,2024-03-05,2024-03-08,cash,9.375,USD,LB,8596269453
401053,Aramex,2024-03-05,2024-03-09,cash,6.5,USD,LB,8596269454
401054,Aramex,2024-03-05,2024-03-08,cash,16.825,USD,LB,8596269455
401055,Aramex,2024-03-05,2024-03-09,cash,12.11,USD,LB,8596269456
401056,Aramex,2024-03-05,2024-03-08,cash,9.69,USD,LB,8596269457
401057,Cosmaline,2024-03-05,2024-03-08,cash,10.53,USD,LB,8596269458
401058,Cosmaline,2024-03-06,2024-03-08,cash,8.35,USD,LB,8596269459
401059,Aramex,2024-03-06,2024-03-08,cash,3.25,USD,LB,8596269460
401060,Aramex,2024-03-06,2024-03-08,cash,10.4,USD,LB,8596269461
401061,Aramex,2024-03-06,2024-03-08,cash,13.21,USD,LB,8596269462
401062,Aramex,2024-03-06,2024-03-08,cash,8.355,USD,LB,8596269463
401063,Aramex,2024-03-06,2024-03-08,cash,9.925,USD,LB,8596269464
401064,Aramex,2024-03-06,2024-03-08,cash,8.27,USD,LB,8596269465
401065,Aramex,2024-03-06,2024-03-11,cash,15.065,USD,LB,8596269466
401066,Cosmaline,2024-03-06,2024-03-08,cash,12.94,USD,LB,8596269467
401067,Aramex,2024-03-06,2024-03-11,cash,6.805,USD,LB,8596269468
401068,Aramex,2024-03-06,2024-03-08,cash,10.78,USD,LB,8596269469
401069,Aramex,2024-03-06,2024-03-08,cash,3.875,USD,LB,8596269470
401070,Aramex,2024-03-06,2024-03-08,cash,12.9,USD,LB,8596269471
401071,Aramex,2024-03-06,2024-03-08,cash,10.925,USD,LB,8596269472
401072,Aramex,2024-03-06,2024-03-08,cash,4.375,USD,LB,8596269473
401073,Aramex,2024-03-06,2024-03-08,cash,14.225,USD,LB,8596269474
401074,Aramex,2024-03-06,2024-03-08,cybersource,5.8,USD,LB,8596269475
401075,Aramex,2024-03-06,2024-03-08,cash,22.15,USD,LB,8596269476
401076,Aramex,2024-03-06,2024-03-08,cash,13.25,USD,LB,8596269477
401077,Aramex,2024-03-06,2024-03-08,cash,3.65,USD,LB,8596269478
401078,Aramex,2024-03-06,2024-03-08,cash,35.64,USD,LB,8596269479
401079,Aramex,2024-03-06,2024-03-08,cash,12.95,USD,LB,8596269480
401080,Aramex,2024-03-06,2024-03-08,cash,14.65,USD,LB,8596269481
401081,Cosmaline,2024-03-06,2024-03-14,cash,23.435,USD,LB,8596269482
401082,Aramex,2024-03-06,2024-03-08,cash,8.21,USD,LB,8596269483
401083,Cosmaline,2024-03-06,2024-03-08,cash,0.77,USD,LB,8596269484
401084,Aramex,2024-03-06,2024-03-11,cash,18.5,USD,LB,8596269485
401085,Aramex,2024-03-06,2024-03-11,cash,4.225,USD,LB,8596269486
401086,Aramex,2024-03-06,2024-03-08,cash,2.89,USD,LB,8596269487
401087,Aramex,2024-03-06,2024-03-08,cash,28.715,USD,LB,8596269488
401088,Aramex,2024-03-06,2024-03-08,cash,12.925,USD,LB,8596269489
401089,Aramex,2024-03-06,2024-03-08,cash,14.15,USD,LB,8596269490
401090,Aramex,2024-03-06,2024-03-08,cash,12.675,USD,LB,8596269491
401091,Cosmaline,2024-03-06,2024-03-12,cash,14.76,USD,LB,8596269492
401092,Aramex,2024-03-06,2024-03-08,cash,7.765,USD,LB,8596269493
401093,Cosmaline,2024-03-06,2024-03-08,cash,4.1,USD,LB,8596269494
401094,Aramex,2024-03-06,2024-03-08,cash,12.72,USD,LB,8596269495
401095,Aramex,2024-03-06,2024-03-08,cybersource,14.15,USD,LB,8596269496
401096,Aramex,2024-03-06,2024-03-08,cash,12.5,USD,LB,8596269497
401097,Aramex,2024-03-06,2024-03-08,cash,8.31,USD,LB,8596269498
401098,Cosmaline,2024-03-06,2024-03-08,cash,6.7,USD,LB,8596269499
401099,Aramex,2024-03-06,2024-03-08,cash,14.03,USD,LB,8596269500
401100,Aramex,2024-03-06,2024-03-08,cash,3.35,USD,LB,8596269501
401101,Cosmaline,2024-03-06,2024-03-08,cash,20.74,USD,LB,8596269502
401102,Aramex,2024-03-06,2024-03-09,cash,7.345,USD,LB,8596269503
401103,Aramex,2024-03-06,2024-03-08,cash,5.125,USD,LB,8596269504
401104,Aramex,2024-03-06,2024-03-16,cash,7.31,USD,LB,8596269505
401105,Aramex,2024-03-06,2024-03-08,cash,18.3,USD,LB,8596269506
401106,Aramex,2024-03-06,2024-03-13,cash,12.56,USD,LB,8596269507
401107,Aramex,2024-03-06,2024-03-08,cash,9.95,USD,LB,8596269508
401108,Aramex,2024-03-06,2024-03-08,cash,12.875,USD,LB,8596269509
401109,Cosmaline,2024-03-06,2024-03-08,cash,0.0,USD,LB,8596269510
401110,Aramex,2024-03-06,2024-03-08,cash,5.825,USD,LB,8596269511
401111,Aramex,2024-03-06,2024-03-11,cash,5.8,USD,LB,8596269512
401112,Cosmaline,2024-03-06,2024-03-12,cash,43.945,USD,LB,8596269513
401113,Cosmaline,2024-03-06,2024-03-08,cash,7.675,USD,LB,8596269514
401114,Aramex,2024-03-06,2024-03-08,cash,6.625,USD,LB,8596269515
401115,Aramex,2024-03-06,2024-03-08,cash,11.2,USD,LB,8596269516
401116,Aramex,2024-03-06,2024-03-09,cash,5.4,USD,LB,8596269517
401117,Cosmaline,2024-03-06,2024-03-12,cash,7.43,USD,LB,8596269518
401118,Cosmaline,2024-03-06,2024-03-08,cash,21.495,USD,LB,8596269519
401119,Aramex,2024-03-06,2024-03-08,cash,8.35,USD,LB,8596269520
401120,Aramex,2024-03-06,2024-03-08,cash,9.2,USD,LB,8596269521
401121,Aramex,2024-03-06,2024-03-08,cash,3.615,USD,LB,8596269522
401122,Aramex,2024-03-06,2024-03-09,cash,7.44,USD,LB,8596269523
401123,Aramex,2024-03-06,2024-03-09,cash,9.655,USD,LB,8596269524
401124,Aramex,2024-03-06,2024-03-08,cash,13.45,USD,LB,8596269525
401125,Aramex,2024-03-06,2024-03-08,cash,19.575,USD,LB,8596269526
401126,Aramex,2024-03-06,2024-03-08,cash,13.35,USD,LB,8596269527
401127,Aramex,2024-03-06,2024-03-08,cash,8.945,USD,LB,8596269528
401128,Aramex,2024-03-06,2024-03-09,cash,7.775,USD,LB,8596269529
401129,Cosmaline,2024-03-06,2024-03-13,cash,36.6,USD,LB,8596269530
401130,Aramex,2024-03-06,2024-03-11,cash,7.585,USD,LB,8596269531
401131,Aramex,2024-03-06,2024-03-11,cash,8.425,USD,LB,8596269532
401132,Aramex,2024-03-06,2024-03-09,cash,3.675,USD,LB,8596269533
401133,Aramex,2024-03-06,2024-03-09,cash,3.4,USD,LB,8596269534
401134,Aramex,2024-03-06,2024-03-11,cash,7.4,USD,LB,8596269535
401135,Aramex,2024-03-06,2024-03-09,cash,6.55,USD,LB,8596269536
401136,Aramex,2024-03-06,2024-03-08,cash,6.35,USD,LB,8596269537
401137,Aramex,2024-03-06,2024-03-11,cash,7.76,USD,LB,8596269538
401138,Aramex,2024-03-06,2024-03-08,cash,7.3,USD,LB,8596269539
401139,Aramex,2024-03-06,2024-03-12,cash,31.195,USD,LB,8596269540
401140,Aramex,2024-03-06,2024-03-09,cash,10.03,USD,LB,8596269541
401141,Aramex,2024-03-06,2024-03-11,cash,15.13,USD,LB,8596269542
401142,Aramex,2024-03-07,2024-03-12,cash,15.45,USD,LB,8596269543
401143,Aramex,2024-03-07,2024-03-11,cash,58.52,USD,LB,8596269544
401144,Cosmaline,2024-03-07,2024-03-12,cash,51.86,USD,LB,8596269545
401145,Aramex,2024-03-07,2024-03-09,cash,15.75,USD,LB,8596269546
401146,Aramex,2024-03-07,2024-03-12,cash,6.275,USD,LB,8596269547
401147,Cosmaline,2024-03-07,2024-03-20,cash,23.6,USD,LB,8596269548
401148,Cosmaline,2024-03-07,2024-03-12,cash,14.53,USD,LB,8596269549
401149,Aramex,2024-03-07,2024-03-11,cash,13.97,USD,LB,8596269550
401150,Aramex,2024-03-07,2024-03-11,cash,5.4,USD,LB,8596269551
401151,Aramex,2024-03-07,2024-03-09,cybersource,27.67,USD,LB,8596269552
401152,Aramex,2024-03-07,2024-03-12,cash,5.45,USD,LB,8596269553
401153,Cosmaline,2024-03-07,2024-03-12,cash,0.0,USD,LB,8596269554
401154,Aramex,2024-03-07,2024-03-09,cash,5.8,USD,LB,8596269555
401155,Aramex,2024-03-07,2024-03-11,cash,9.0,USD,LB,8596269556
401156,Aramex,2024-03-07,2024-03-11,cash,85.5,USD,LB,8596269557
401157,Aramex,2024-03-07,2024-03-09,cash,12.7,USD,LB,8596269558
401158,Aramex,2024-03-07,2024-03-11,cash,6.025,USD,LB,8596269559
401159,Aramex,2024-03-07,2024-03-11,cash,26.955,USD,LB,8596269560
401160,Aramex,2024-03-07,2024-03-09,cash,11.665,USD,LB,8596269561
401161,Aramex,2024-03-07,2024-03-11,cash,12.6,USD,LB,8596269562
401162,Aramex,2024-03-07,2024-03-09,cash,11.95,USD,LB,8596269563
401163,Cosmaline,2024-03-07,2024-03-12,cash,22.025,USD,LB,8596269564
401164,Aramex,2024-03-07,2024-03-11,cash,4.44,USD,LB,8596269565
401165,Aramex,2024-03-07,2024-03-21,cash,11.45,USD,LB,8596269566
401166,Aramex,2024-03-07,2024-03-11,cybersource,14.5,USD,LB,8596269567
401167,Aramex,2024-03-07,2024-03-11,cybersource,2.425,USD,LB,8596269568
401168,Aramex,2024-03-07,2024-03-11,cash,12.07,USD,LB,8596269569
401169,Aramex,2024-03-07,2024-03-14,cash,21.355,USD,LB,8596269570
401170,Cosmaline,2024-03-07,2024-03-12,cash,5.955,USD,LB,8596269571
401171,Aramex,2024-03-07,2024-03-09,cash,9.675,USD,LB,8596269572
401172,Aramex,2024-03-07,2024-03-09,cash,7.4,USD,LB,8596269573
401173,Aramex,2024-03-07,2024-03-11,cash,10.095,USD,LB,8596269574
401174,Cosmaline,2024-03-07,2024-03-12,cash,14.825,USD,LB,8596269575
401175,Aramex,2024-03-07,2024-03-09,cash,12.775,USD,LB,8596269576
401176,Aramex,2024-03-07,2024-03-09,cash,12.75,USD,LB,8596269577
401177,Aramex,2024-03-07,2024-03-09,cash,6.575,USD,LB,8596269578
401178,Cosmaline,2024-03-07,2024-03-12,cash,9.1,USD,LB,8596269579
401179,Aramex,2024-03-07,2024-03-12,cash,5.33,USD,LB,8596269580
401180,Aramex,2024-03-07,2024-03-11,cash,11.2,USD,LB,8596269581
401181,Cosmaline,2024-03-07,2024-03-12,cash,12.81,USD,LB,8596269582
401182,Aramex,2024-03-07,2024-03-11,cash,9.03,USD,LB,8596269583
401183,Aramex,2024-03-07,2024-03-11,cash,12.675,USD,LB,8596269584
401184,Aramex,2024-03-07,2024-03-11,cash,4.85,USD,LB,8596269585
401185,Aramex,2024-03-07,2024-03-13,cash,3.0,USD,LB,8596269586
401186,Aramex,2024-03-07,2024-03-11,cash,12.975,USD,LB,8596269587
401187,Aramex,2024-03-07,2024-03-11,cash,13.45,USD,LB,8596269588
401188,Aramex,2024-03-07,2024-03-12,cash,16.94,USD,LB,8596269589
401189,Aramex,2024-03-07,2024-03-09,cash,9.85,USD,LB,8596269590
401190,Aramex,2024-03-07,2024-03-11,cash,12.705,USD,LB,8596269591
401191,Aramex,2024-03-07,2024-03-11,cybersource,12.93,USD,LB,8596269592
401192,Cosmaline,2024-03-07,2024-03-12,cash,4.15,USD,LB,8596269593
401193,Aramex,2024-03-07,2024-03-13,cash,3.49,USD,LB,8596269594
401194,Aramex,2024-03-07,2024-03-09,cash,5.04,USD,LB,8596269595
401195,Aramex,2024-03-07,2024-03-11,cash,13.15,USD,LB,8596269596
401196,Aramex,2024-03-07,2024-03-09,cash,14.33,USD,LB,8596269597
401197,Aramex,2024-03-07,2024-03-11,cash,8.32,USD,LB,8596269598
401198,Aramex,2024-03-07,2024-03-09,cash,12.37,USD,LB,8596269599
401199,Aramex,2024-03-07,2024-03-09,cash,7.45,USD,LB,8596269600
401200,Aramex,2024-03-07,2024-03-15,cash,2.125,USD,LB,8596269601
401201,Aramex,2024-03-07,2024-03-09,cash,7.075,USD,LB,8596269602
401202,Cosmaline,2024-03-07,2024-03-13,cash,22.775,USD,LB,8596269603
401203,Aramex,2024-03-07,2024-03-09,cash,7.62,USD,LB,8596269604
401204,Cosmaline,2024-03-07,2024-03-13,cash,29.47,USD,LB,8596269605
401205,Aramex,2024-03-07,2024-03-11,cash,6.375,USD,LB,8596269606
401206,Aramex,2024-03-07,2024-03-11,cash,12.68,USD,LB,8596269607
401207,Aramex,2024-03-07,2024-03-12,cash,13.3,USD,LB,8596269608
401208,Aramex,2024-03-07,2024-03-12,cybersource,12.55,USD,LB,8596269609
401209,Aramex,2024-03-07,2024-03-11,cash,7.875,USD,LB,8596269610
401210,Aramex,2024-03-07,2024-03-09,cash,13.26,USD,LB,8596269611
401211,Aramex,2024-03-07,2024-03-11,cash,12.68,USD,LB,8596269612
401212,Aramex,2024-03-07,2024-03-11,cash,10.125,USD,LB,8596269613
401213,Aramex,2024-03-07,2024-03-09,cash,6.4,USD,LB,8596269614
401214,Aramex,2024-03-07,2024-03-09,cash,13.175,USD,LB,8596269615
401215,Aramex,2024-03-07,2024-03-09,cash,18.555,USD,LB,8596269616
401216,Aramex,2024-03-07,2024-03-09,cash,16.51,USD,LB,8596269617
401217,Aramex,2024-03-07,2024-03-12,cash,12.385,USD,LB,8596269618
401218,Aramex,2024-03-07,2024-03-12,cash,28.335,USD,LB,8596269619
401219,Aramex,2024-03-08,2024-03-13,cash,8.715,USD,LB,8596269620
401220,Aramex,2024-03-08,2024-03-11,cash,9.86,USD,LB,8596269621
401221,Cosmaline,2024-03-08,2024-03-13,cash,7.875,USD,LB,8596269622
401222,Aramex,2024-03-08,2024-03-09,cash,12.57,USD,LB,8596269623
401223,Cosmaline,2024-03-08,2024-03-13,cash,22.885,USD,LB,8596269624
401224,Aramex,2024-03-08,2024-03-11,cash,10.725,USD,LB,8596269625
401225,Aramex,2024-03-08,2024-03-11,cash,6.1,USD,LB,8596269626
401226,Aramex,2024-03-08,2024-03-12,cash,21.9,USD,LB,8596269627
401227,Aramex,2024-03-08,2024-03-13,cash,8.3,USD,LB,8596269628
401228,Aramex,2024-03-08,2024-03-12,cash,13.575,USD,LB,8596269629
401229,Aramex,2024-03-08,2024-03-12,cash,20.175,USD,LB,8596269630
401230,Aramex,2024-03-08,2024-03-13,cash,12.005,USD,LB,8596269631
401231,Aramex,2024-03-08,2024-03-15,cash,4.25,USD,LB,8596269632
401232,Aramex,2024-03-08,2024-03-13,cash,13.765,USD,LB,8596269633
401233,Aramex,2024-03-08,2024-03-12,cash,13.27,USD,LB,8596269634
401234,Aramex,2024-03-08,2024-03-12,cash,14.26,USD,LB,8596269635
401235,Aramex,2024-03-08,2024-03-12,cash,19.6,USD,LB,8596269636
401236,Aramex,2024-03-08,2024-03-12,cash,4.325,USD,LB,8596269637
401237,Aramex,2024-03-08,2024-03-12,cash,12.55,USD,LB,8596269638
401238,Aramex,2024-03-08,2024-03-13,cash,3.72,USD,LB,8596269639
401239,Cosmaline,2024-03-08,2024-03-13,cash,7.675,USD,LB,8596269640
401240,Aramex,2024-03-08,2024-03-12,cash,10.45,USD,LB,8596269641
401241,Aramex,2024-03-08,2024-03-13,cash,9.65,USD,LB,8596269642
401242,Aramex,2024-03-08,2024-03-12,cash,4.9,USD,LB,8596269643
401243,Aramex,2024-03-08,2024-03-14,cash,8.925,USD,LB,8596269644
401244,Aramex,2024-03-08,2024-03-13,cash,3.825,USD,LB,8596269645
401245,Cosmaline,2024-03-08,2024-03-13,cash,11.69,USD,LB,8596269646
401246,Aramex,2024-03-08,2024-03-14,cash,17.04,USD,LB,8596269647
401247,Aramex,2024-03-08,2024-03-12,cash,10.15,USD,LB,8596269648
401248,Aramex,2024-03-08,2024-03-12,cash,6.65,USD,LB,8596269649
401249,Aramex,2024-03-08,2024-03-12,cash,18.505,USD,LB,8596269650
401250,Aramex,2024-03-08,2024-03-12,cash,7.25,USD,LB,8596269651
401251,Aramex,2024-03-08,2024-03-14,cash,4.225,USD,LB,8596269652
401252,Cosmaline,2024-03-08,2024-03-13,cash,3.185,USD,LB,8596269653
401253,Aramex,2024-03-08,2024-03-13,cash,10.35,USD,LB,8596269654
401254,Aramex,2024-03-08,2024-03-13,cash,5.95,USD,LB,8596269655
401255,Aramex,2024-03-08,2024-03-12,cash,4.0,USD,LB,8596269656
401256,Aramex,2024-03-08,2024-03-13,cash,15.215,USD,LB,8596269657
401257,Aramex,2024-03-08,2024-03-12,cash,11.82,USD,LB,8596269658
401258,Aramex,2024-03-08,2024-03-15,cash,6.63,USD,LB,8596269659
401259,Aramex,2024-03-08,2024-03-12,cash,13.3,USD,LB,8596269660
401260,Aramex,2024-03-08,2024-03-12,cash,11.415,USD,LB,8596269661
401261,Aramex,2024-03-08,2024-03-12,cash,5.375,USD,LB,8596269662
401262,Aramex,2024-03-08,2024-03-13,cash,7.585,USD,LB,8596269663
401263,Aramex,2024-03-08,2024-03-12,cash,6.675,USD,LB,8596269664
401264,Aramex,2024-03-08,2024-03-12,cash,7.825,USD,LB,8596269665
401265,Aramex,2024-03-08,2024-03-12,cash,6.99,USD,LB,8596269666
401266,Aramex,2024-03-08,2024-03-12,cash,7.245,USD,LB,8596269667
401267,Aramex,2024-03-08,2024-03-12,cash,15.585,USD,LB,8596269668
401268,Aramex,2024-03-08,2024-03-12,cash,13.3,USD,LB,8596269669
401269,Aramex,2024-03-08,2024-03-13,cash,20.6,USD,LB,8596269670
401270,Cosmaline,2024-03-08,2024-03-13,cash,20.175,USD,LB,8596269671
401271,Aramex,2024-03-08,2024-03-14,cash,26.21,USD,LB,8596269672
401272,Aramex,2024-03-08,2024-03-12,cash,5.08,USD,LB,8596269673
401273,Aramex,2024-03-08,2024-03-12,cash,18.02,USD,LB,8596269674
401274,Aramex,2024-03-08,2024-03-13,cash,13.26,USD,LB,8596269675
401275,Aramex,2024-03-08,2024-03-14,cash,5.675,USD,LB,8596269676
401276,Aramex,2024-03-08,2024-03-13,cash,13.94,USD,LB,8596269677
401277,Aramex,2024-03-08,2024-03-12,cash,12.44,USD,LB,8596269678
401278,Aramex,2024-03-08,2024-03-12,cash,19.585,USD,LB,8596269679
401279,Aramex,2024-03-08,2024-03-14,cash,11.75,USD,LB,8596269680
401280,Aramex,2024-03-08,2024-03-12,cash,12.775,USD,LB,8596269681
401281,Aramex,2024-03-08,2024-03-13,cash,5.74,USD,LB,8596269682
401282,Aramex,2024-03-08,2024-03-12,cash,6.2,USD,LB,8596269683
401283,Aramex,2024-03-08,2024-03-12,cash,17.55,USD,LB,8596269684
401284,Aramex,2024-03-08,2024-03-12,cash,10.41,USD,LB,8596269685
401285,Aramex,2024-03-08,2024-03-12,cash,2.75,USD,LB,8596269686
401286,Aramex,2024-03-08,2024-03-12,cash,6.595,USD,LB,8596269687
401287,Aramex,2024-03-08,2024-03-12,cash,3.85,USD,LB,8596269688
401288,Aramex,2024-03-08,2024-03-13,cash,6.78,USD,LB,8596269689
401289,Aramex,2024-03-08,2024-03-13,cash,5.505,USD,LB,8596269690
401290,Aramex,2024-03-09,2024-03-12,cash,5.4,USD,LB,8596269691
401291,Aramex,2024-03-09,2024-03-12,cash,10.415,USD,LB,8596269692
401292,Cosmaline,2024-03-09,2024-03-18,cash,27.405,USD,LB,8596269693
401293,Aramex,2024-03-09,2024-03-15,cash,7.375,USD,LB,8596269694
401294,Aramex,2024-03-09,2024-03-15,cash,13.68,USD,LB,8596269695
401295,Aramex,2024-03-09,2024-03-12,cash,19.475,USD,LB,8596269696
401296,Aramex,2024-03-09,2024-03-14,cash,11.815,USD,LB,8596269697
401297,Aramex,2024-03-09,2024-03-13,cash,5.015,USD,LB,8596269698
401298,Aramex,2024-03-09,2024-03-13,cash,7.375,USD,LB,8596269699
401299,Aramex,2024-03-09,2024-03-12,cash,16.3,USD,LB,8596269700
401300,Aramex,2024-03-09,2024-03-13,cash,7.6,USD,LB,8596269701
401301,Aramex,2024-03-09,2024-03-12,cash,10.425,USD,LB,8596269702
401302,Aramex,2024-03-09,2024-03-12,cash,5.275,USD,LB,8596269703
401303,Aramex,2024-03-09,2024-03-14,cash,5.8,USD,LB,8596269704
401304,Aramex,2024-03-09,2024-03-12,cash,6.485,USD,LB,8596269705
401305,Aramex,2024-03-09,2024-03-12,cash,7.815,USD,LB,8596269706
401306,Aramex,2024-03-09,2024-03-12,cash,3.505,USD,LB,8596269707
401307,Aramex,2024-03-09,2024-03-12,cash,28.025,USD,LB,8596269708
401308,Aramex,2024-03-09,2024-03-18,cash,13.87,USD,LB,8596269709
401309,Aramex,2024-03-09,2024-03-14,cash,4.475,USD,LB,8596269710
401310,Aramex,2024-03-09,2024-03-12,cash,6.325,USD,LB,8596269711
401311,Aramex,2024-03-09,2024-03-12,cash,5.425,USD,LB,8596269712
401312,Aramex,2024-03-09,2024-03-12,cash,10.84,USD,LB,8596269713
401313,Aramex,2024-03-09,2024-03-12,cash,20.425,USD,LB,8596269714
401314,Aramex,2024-03-09,2024-03-12,cash,6.25,USD,LB,8596269715
401315,Aramex,2024-03-09,2024-03-18,cash,2.0,USD,LB,8596269716
401316,Aramex,2024-03-09,2024-03-13,cash,8.18,USD,LB,8596269717
401317,Cosmaline,2024-03-09,2024-03-13,cash,3.55,USD,LB,8596269718
401318,Aramex,2024-03-09,2024-03-13,cash,6.15,USD,LB,8596269719
401319,Aramex,2024-03-09,2024-03-12,cash,12.625,USD,LB,8596269720
401320,Aramex,2024-03-09,2024-03-12,cash,8.07,USD,LB,8596269721
401321,Aramex,2024-03-09,2024-03-12,cash,12.545,USD,LB,8596269722
401322,Aramex,2024-03-09,2024-03-12,cash,2.36,USD,LB,8596269723
401323,Aramex,2024-03-09,2024-03-12,cash,13.77,USD,LB,8596269724
401324,Aramex,2024-03-09,2024-03-12,cash,4.785,USD,LB,8596269725
401325,Aramex,2024-03-09,2024-03-12,cash,12.975,USD,LB,8596269726
401326,Aramex,2024-03-09,2024-03-12,cash,5.875,USD,LB,8596269727
401327,Aramex,2024-03-09,2024-03-14,cash,17.875,USD,LB,8596269728
401328,Aramex,2024-03-09,2024-03-12,cash,12.48,USD,LB,8596269729
401329,Aramex,2024-03-09,2024-03-15,cash,12.75,USD,LB,8596269730
401330,Aramex,2024-03-09,2024-03-12,cash,4.93,USD,LB,8596269731
401331,Aramex,2024-03-09,2024-03-13,cash,16.175,USD,LB,8596269732
401332,Aramex,2024-03-09,2024-03-12,cash,7.625,USD,LB,8596269733
401333,Aramex,2024-03-09,2024-03-19,cash,6.44,USD,LB,8596269734
401334,Aramex,2024-03-09,2024-03-13,cash,6.5,USD,LB,8596269735
401335,Aramex,2024-03-09,2024-03-14,cash,4.55,USD,LB,8596269736
401336,Cosmaline,2024-03-09,2024-03-18,cash,37.875,USD,LB,8596269737
401337,Aramex,2024-03-09,2024-03-14,cash,12.945,USD,LB,8596269738
401338,Aramex,2024-03-09,2024-03-14,cash,5.825,USD,LB,8596269739
401339,Cosmaline,2024-03-09,2024-03-13,cash,27.54,USD,LB,8596269740
401340,Aramex,2024-03-09,2024-03-13,cash,10.65,USD,LB,8596269741
401341,Aramex,2024-03-09,2024-03-13,cash,9.29,USD,LB,8596269742
401342,Aramex,2024-03-09,2024-03-12,cash,8.0,USD,LB,8596269743
401343,Aramex,2024-03-09,2024-03-13,cash,4.975,USD,LB,8596269744
401344,Aramex,2024-03-09,2024-03-13,cash,3.485,USD,LB,8596269745
401345,Aramex,2024-03-10,2024-03-13,cash,6.675,USD,LB,8596269746
401346,Aramex,2024-03-10,2024-03-13,cash,13.45,USD,LB,8596269747
401347,Aramex,2024-03-10,2024-03-14,cash,9.79,USD,LB,8596269748
401348,Cosmaline,2024-03-10,2024-03-13,cash,42.3,USD,LB,8596269749
401349,Aramex,2024-03-10,2024-03-15,cash,5.2,USD,LB,8596269750
401350,Aramex,2024-03-10,2024-03-13,cash,12.7,USD,LB,8596269751
401351,Aramex,2024-03-10,2024-03-12,cash,7.0,USD,LB,8596269752
401352,Aramex,2024-03-10,2024-03-13,cash,9.7,USD,LB,8596269753
401353,Aramex,2024-03-10,2024-03-14,cash,3.765,USD,LB,8596269754
401354,Aramex,2024-03-10,2024-03-13,cash,5.725,USD,LB,8596269755
401355,Aramex,2024-03-10,2024-03-14,cash,6.6,USD,LB,8596269756
401356,Cosmaline,2024-03-10,2024-03-13,cash,25.19,USD,LB,8596269757
401357,Aramex,2024-03-10,2024-03-14,cash,4.525,USD,LB,8596269758
401358,Aramex,2024-03-10,2024-03-13,cash,4.2,USD,LB,8596269759
401359,Aramex,2024-03-10,2024-03-14,cash,17.465,USD,LB,8596269760
401360,Aramex,2024-03-10,2024-03-14,cash,5.965,USD,LB,8596269761
401361,Aramex,2024-03-10,2024-03-13,cash,14.125,USD,LB,8596269762
401362,Aramex,2024-03-10,2024-03-13,cash,21.405,USD,LB,8596269763
401363,Cosmaline,2024-03-10,2024-03-18,cash,23.07,USD,LB,8596269764
401364,Aramex,2024-03-10,2024-03-13,cash,3.7,USD,LB,8596269765
401365,Aramex,2024-03-10,2024-03-13,cash,11.115,USD,LB,8596269766
401366,Aramex,2024-03-10,2024-03-13,cash,13.55,USD,LB,8596269767
401367,Aramex,2024-03-10,2024-03-13,cash,12.64,USD,LB,8596269768
401368,Aramex,2024-03-10,2024-03-13,cash,12.645,USD,LB,8596269769
401369,Aramex,2024-03-10,2024-03-13,cash,22.185,USD,LB,8596269770
